Mgladbach3encountersWins,Leverkusen3encountersWins,Dortmund3encountersWins,Hoffenheim3encountersWins,Nurnberg3encountersWins,Hansa Rostock3encountersWins,Karlsruhe3encountersWins,Wolfsburg3encountersWins,Augsburg3encountersWins,Schalke 043encountersWins,Duisburg3encountersWins,Hamburg3encountersWins,FC Koln3encountersWins,Hannover3encountersWins,Kaiserslautern3encountersWins,Stuttgart3encountersWins,St Pauli3encountersWins,Ein Frankfurt3encountersWins,Freiburg3encountersWins,Bayern Munich3encountersWins,Mainz3encountersWins,Werder Bremen3encountersWins,Hertha3encountersWins,Bielefeld3encountersWins,Bochum3encountersWins,Cottbus3encountersWins,3AllWins,3Wins,Mgladbach3encountersLosses,Leverkusen3encountersLosses,Dortmund3encountersLosses,Hoffenheim3encountersLosses,Nurnberg3encountersLosses,Hansa Rostock3encountersLosses,Karlsruhe3encountersLosses,Wolfsburg3encountersLosses,Augsburg3encountersLosses,Schalke 043encountersLosses,Duisburg3encountersLosses,Hamburg3encountersLosses,FC Koln3encountersLosses,Hannover3encountersLosses,Kaiserslautern3encountersLosses,Stuttgart3encountersLosses,St Pauli3encountersLosses,Ein Frankfurt3encountersLosses,Freiburg3encountersLosses,Bayern Munich3encountersLosses,Mainz3encountersLosses,Werder Bremen3encountersLosses,Hertha3encountersLosses,Bielefeld3encountersLosses,Bochum3encountersLosses,Cottbus3encountersLosses,3AllLosses,3Losses,Mgladbach3encountersDraws,Leverkusen3encountersDraws,Dortmund3encountersDraws,Hoffenheim3encountersDraws,Nurnberg3encountersDraws,Hansa Rostock3encountersDraws,Karlsruhe3encountersDraws,Wolfsburg3encountersDraws,Augsburg3encountersDraws,Schalke 043encountersDraws,Duisburg3encountersDraws,Hamburg3encountersDraws,FC Koln3encountersDraws,Hannover3encountersDraws,Kaiserslautern3encountersDraws,Stuttgart3encountersDraws,St Pauli3encountersDraws,Ein Frankfurt3encountersDraws,Freiburg3encountersDraws,Bayern Munich3encountersDraws,Mainz3encountersDraws,Werder Bremen3encountersDraws,Hertha3encountersDraws,Bielefeld3encountersDraws,Bochum3encountersDraws,Cottbus3encountersDraws,3AllDraws,3Draws,3FTGoals,3HTGoals,3Shots,3ShotsOnTarget,3Corners,3Fouls,3Yellows,3Reds,PtsDiff,result,BetResult
-0.004649811,1,-0.001936253,0,1.666666667,2,0.833333333,2.666666667,0.5,0,0,1,0,0,-1,-0.333333333,2,-1,2.666666667,1.666666667,1,1,0,-0.166666667,3,0.833333333,2.666666667,1,-0.000581226,-0.333333333,-0.00536193,0,-0.333333333,0,0,-0.333333333,-1,-0.333333333,0.5,0,0,0,-0.333333333,-0.333333333,-2,1,-0.333333333,-0.333333333,-1.333333333,0.333333333,0.333333333,0,-1.333333333,-0.5,0,-0.333333333,-0.001453066,0,0.011170688,0,0,0,-0.166666667,-0.333333333,0.5,0.333333333,0.5,-1,0,0,1.333333333,2.666666667,0,0,-0.333333333,0,0.333333333,-1.333333333,-1,0.833333333,-0.333333333,0.333333333,-1.333333333,0,3.666666667,1,-385.6666667,-22.66666667,0,24.33333333,-3,0,2048,H,H
-0.333333333,1.333333333,0,-2.666666667,0,-0.5,-2.5,0,-1.5,-1,-2,-1,-0.003487358,0,0,0.003872505,-1.5,1.666666667,0,0.333333333,-1,0,-1,0,-1,-1,-3,-1,2.666666667,-1,3,0,1,-0.5,0,1.666666667,0.5,1,0,1,0.000145307,0,-0.333333333,-0.002532023,0.5,-0.333333333,0,-2.666666667,0,0,1,0.5,0,0,1.333333333,0.333333333,-0.333333333,-0.333333333,-3,1.333333333,-0.333333333,0,0.5,-0.333333333,0,0,0,0,0.003051439,0,1,0.003127793,0,0,0,0.333333333,0.333333333,0,0,-2.5,1,0,0.333333333,0,-40,-8,-396,-168,-106.6666667,-85,0,0,-1560,D,A
-0.333333333,0,0.333333333,0,0,0,1.333333333,1,0,-1.333333333,2,0,1.333333333,0.333333333,-0.002632308,0,-0.5,0.333333333,-1,0,0,0,-0.002906132,0.333333333,0.333333333,0.333333333,0,0,-1,-3,0,0,0,0.5,0.333333333,0,0.5,2.666666667,0,1,0,-1,-0.002770851,1,-0.5,-0.166666667,0,0,-1.333333333,1,-0.000145307,0,0.333333333,1.333333333,-2.666666667,1.666666667,1.333333333,3,-1,0,0,0.5,0,-0.333333333,-1.5,0,0,-1,-1.333333333,0,0.004017733,-0.333333333,0,-0.166666667,0.333333333,0,1.333333333,-0.333333333,0.003632665,1.333333333,0.333333333,0,1.333333333,-0.333333333,4,-0.333333333,-266.6666667,40,18.66666667,207.6666667,-4.333333333,0.333333333,384,A,H
1,-0.001489425,1.333333333,-0.003484321,1.333333333,-2,0.5,0,-1.5,0,-0.5,0.333333333,-0.333333333,-0.333333333,-1.666666667,-1.333333333,-1.5,1.666666667,-1.333333333,-0.333333333,-1,-0.333333333,1.333333333,2,0,1.666666667,1,0.333333333,0,0.012809056,-1,0.005807201,-1.333333333,0,-0.333333333,0,0,-1,-0.5,0.333333333,-1,1.333333333,0,3,0,-0.333333333,0,0,0,1.333333333,0,-1.333333333,1.333333333,-0.333333333,0,-1,-0.333333333,-0.00655347,-0.333333333,-1.55E-18,0,0,-0.833333333,0,0.5,0.333333333,0,-2.666666667,1.333333333,-1,0.333333333,-0.333333333,0.5,0,1.333333333,0.333333333,0.333333333,-1,-2.666666667,-0.333333333,-1.333333333,-0.333333333,-1,0,-4.333333333,1.666666667,-416,-151.6666667,-26.66666667,600,5.333333333,0,-344,A,H
0.333333333,1.333333333,0,-0.333333333,-0.007120023,-1.5,-1.333333333,0,0.5,0,0,0.00178731,0,-0.333333333,2.666666667,0,0.5,-1,-0.333333333,0,-0.333333333,0,1.666666667,-1.333333333,-1.333333333,-1.333333333,1,0,1,0,1.666666667,1,0.004795118,0,1.666666667,1,0,-1,0,0.002085195,0,3,0,-1,0,0.333333333,-1,0,0,-1,0,0.5,0,-0.333333333,-0.333333333,0,-1.333333333,-2.666666667,-0.333333333,0,3.10E-18,0.5,0,-0.333333333,-0.5,0.333333333,0,-0.00119154,0,-1.333333333,-1.333333333,0.333333333,-0.5,0,1.333333333,0,1,0.333333333,-0.333333333,0.166666667,1.333333333,2,0,0,20,10.66666667,-189,-60,-96,0,5,0,288,D,H
-0.333333333,-1.333333333,0.333333333,0,-1,0,-3,-1,-2,-3,0,0,0,0,-2.666666667,-2.666666667,0,-0.333333333,0,-0.00536193,0,-0.004319333,-1.666666667,-3,0,0,-0.333333333,-1.333333333,-1,0,-1.666666667,0,0.333333333,0,1.333333333,0.333333333,0,1.333333333,0.5,0.333333333,0,-1,0.333333333,0.333333333,0,0,0,0.014447423,0,0.00119154,0.333333333,0.333333333,0,0,0,0,1.333333333,1.333333333,0,0,0,0,0.333333333,0,2,0.333333333,-0.5,-0.333333333,0,0.333333333,0.333333333,0.333333333,0,1,0,-0.008191838,0,0.007596068,0,1.333333333,0,0,1,1.333333333,4,2.666666667,-207,-7,-58.33333333,500.3333333,7,0.333333333,-2332,A,A
1,0,0,0,-1,-2,-0.333333333,0.001042598,0,0,-2,0,-2.666666667,-0.333333333,1,-1,2,0,1,0.333333333,0.003546099,0,-0.333333333,-3,-0.833333333,-1.333333333,0.333333333,0,0,0,-1.666666667,-1,-0.333333333,0,-1.333333333,-0.002085195,0,-1,0,0,0.333333333,-1,0,1.333333333,0,0,-1.333333333,-1,-0.003829787,0,-1,0,0,-0.333333333,-2.666666667,0,-0.333333333,0,0.333333333,0.333333333,1.333333333,0,0,0.002532023,0,0.333333333,0,0,0.333333333,1.333333333,-0.333333333,-0.333333333,-2,0,0.333333333,0,0.000567376,0,1.333333333,0,0.166666667,0,0.333333333,0,7,5,-511,-130.6666667,-58.33333333,-525,-3,-0.333333333,-231,D,H
-1,0.333333333,-1.333333333,-0.003484321,-1,0,-0.5,0,0,0,0,1,0.333333333,0,-1,0.333333333,-0.5,-2.666666667,-0.011914894,0,-0.333333333,0,-1,-2,0.166666667,-2,0,0,0,0,2.666666667,0.005807201,0,0,0,0,0,1,0,0,1,0,1.333333333,-1.666666667,0.5,0.333333333,0.009929078,0,1,0,0.333333333,0,-1.333333333,0,0,-0.333333333,0.333333333,-0.333333333,0,-1.55E-18,1,0,-0.5,0,0,-0.333333333,0,-0.333333333,-1.333333333,0,-0.333333333,0,0,0.333333333,-0.000851064,0,0,0,0,0,0.5,0,0,0.333333333,-4.333333333,-4,-207,-37.33333333,-10.66666667,-287,9.333333333,0,-375,D,H
-0.004649811,-1,0.333333333,0,1,0,0,0.333333333,-0.5,1,0,0,-0.003487358,0,1,0,-0.5,-1.666666667,-1,1,0,0,0,0.5,-0.333333333,-1.5,0,0,-0.000581226,0,-2.666666667,1.333333333,-1,0,0,-2.666666667,0.5,-1,0,-1.333333333,0.000145307,0,0.333333333,0,1.5,0.333333333,0,0,1,-0.333333333,-1.333333333,-0.5,1.333333333,0.5,-1,-2.666666667,-0.001453066,0.333333333,0.333333333,-1.333333333,0,0,0,0.333333333,0,0,0,1.333333333,0.003051439,0,-1.333333333,0,0,0,0.333333333,-0.333333333,-0.333333333,1,1.333333333,0,-1,0,1,1.333333333,1.666666667,-1.333333333,667,69,14.66666667,-866.6666667,-8,0,1968,H,H
-1,1,0,1,1,2,3,1,2,2.666666667,0.5,1,0,0.333333333,1.666666667,2.666666667,0,0,0,-0.00536193,0.003546099,1,3,3,2.5,1.333333333,0,2.666666667,1,-1,1.666666667,-0.333333333,0,0,0,-0.333333333,-2,-0.333333333,0,-0.333333333,0,1,-0.333333333,-1.333333333,0,0,0,0.014447423,-0.003829787,-0.333333333,-0.333333333,0,0,0.333333333,0,-1.333333333,0,0,-0.333333333,0,-1,0,0,0,0,-0.333333333,0.5,0,0,-1.333333333,0,0,0,0,0,-0.008191838,0.000567376,0,-1.333333333,0,-0.5,0,0,0,-18.33333333,-8,156.3333333,8.333333333,48,-141.6666667,-5.333333333,0,2673,D,H
-0.333333333,0,-0.333333333,-1,-2.666666667,0,0,-1,0,0.333333333,0,0.00178731,1,-0.000297885,-1,0,-0.5,-1.666666667,-1,-1.333333333,0,0,1,1.333333333,0,1,-1,0,-1,-0.333333333,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0.5,0.002085195,-1,0.003723563,0,0,0,0,1.333333333,1,0.333333333,1,-0.333333333,0,0,0,0,-1.666666667,1.333333333,1.666666667,0.333333333,0,0.333333333,0,-0.333333333,0.333333333,-1,-0.333333333,-0.5,-0.00119154,0,-0.003425678,1,0,0.5,0.333333333,-0.333333333,0.333333333,-1,-0.333333333,0,-2.666666667,0,-0.333333333,0.333333333,0.333333333,-4,1,384,63,80,527,16,0,-975,H,H
0,-1.333333333,0,0,-0.007120023,-0.5,0,0,-0.5,1,-0.5,-0.333333333,-1.333333333,0,-0.002632308,0,0,-0.333333333,1.333333333,0,0.333333333,0,-3,0,0,0,-0.333333333,0,0,3,-2.666666667,0,0.004795118,0,-2,-1,0,0,-0.5,0,0,-1.666666667,-0.002770851,0,0,0.166666667,0,1.666666667,1,0,0,-0.5,-0.333333333,0,2.666666667,1.666666667,0,-0.333333333,1.333333333,0,3.10E-18,-0.5,0,0.333333333,1.5,-0.333333333,0,1,1.333333333,0.333333333,0.004017733,0,0,0.166666667,-1.333333333,-0.333333333,-1.333333333,0,1,-0.5,-1.333333333,-2,-0.333333333,-0.333333333,-10.66666667,-8,426.6666667,27,-24,-436.3333333,5,0,-825,A,A
0.333333333,-0.001489425,-0.333333333,1.333333333,0,2,-1.333333333,0,2,0.333333333,-1.5,0,-1,0,3,1,2,1,1,0.333333333,1,0,-0.002906132,-0.333333333,0,0,0.333333333,0,0,0.012809056,1,-1.333333333,-1.666666667,-0.5,0,0,-0.5,-1.666666667,0.5,-1.333333333,1,-0.333333333,0,-1.333333333,0,0,0,-1.666666667,0.333333333,-1.333333333,-0.000145307,1.333333333,-0.333333333,-1,-1,1,-1,-0.00655347,0,0,0.333333333,-0.5,1.333333333,0,-0.5,0,0,2.666666667,0,1,-1,0.333333333,0,-0.333333333,-0.333333333,0,-1.333333333,1.333333333,0.003632665,-1,1,0.333333333,0,-0.333333333,4,0,240,72,-58.33333333,-286.6666667,-9,0,1207,D,H
0,0,-0.001936253,0,-2.666666667,-1.5,0,-1.666666667,0.5,-0.008042895,2,0,-1.666666667,0,0,0.333333333,0,1,-1.666666667,-3,-1,0,2.666666667,1,-2.666666667,1.666666667,-1,1.666666667,1,0.333333333,-0.00536193,-1,0.333333333,0,0,0.333333333,0,0.008489723,-0.5,0.333333333,0.333333333,-0.333333333,1.333333333,1.333333333,0,-1.333333333,0.333333333,3,0.333333333,-0.333333333,-0.333333333,0,0.333333333,0,0.333333333,0,-0.333333333,-0.333333333,0.011170688,0.333333333,0.333333333,0.5,0,0,-0.5,0.003723563,-0.5,-0.333333333,0,0.333333333,-1.333333333,-3,0,0.333333333,0,0,0,0.333333333,-0.333333333,-1,0.333333333,-0.333333333,0,-0.333333333,-13,-1,-306.6666667,-25.33333333,-106.3333333,820,11,0,-1512,A,A
-0.666666667,0.333333333,0,0.333333333,1.333333333,2,0.333333333,0.001042598,-0.003249391,0.333333333,2,0.333333333,2.5,0.333333333,0.333333333,1.333333333,0,0.333333333,0.333333333,0,-1.666666667,0.333333333,-0.166666667,3,1.333333333,1.333333333,0,1.333333333,0.333333333,-0.666666667,2.5,0.833333333,-0.166666667,0,1.333333333,-0.002085195,0,0.333333333,0,0.333333333,-0.5,1.333333333,0.333333333,-2,0,0.333333333,0.833333333,-0.666666667,0.333333333,0.333333333,1.333333333,0,0,0.333333333,0,0,0.333333333,0,-0.5,-0.5,-0.5,0,0,0.002532023,0.000812348,0,0,-0.666666667,0,-2,-1.666666667,0.333333333,2,0.333333333,-0.5,0.333333333,0.333333333,-1.666666667,-0.5,0,0.333333333,0,0,-1.333333333,3,-4,-104,40,-160.3333333,-106.6666667,-1.666666667,0.333333333,700,A,H
0.333333333,0,-0.333333333,1.666666667,0,-1.5,3,-0.333333333,2,1.333333333,1.5,0,0,1,0,0.003872505,0,1.333333333,0,0,1,-0.004319333,0,0,-1.666666667,1.666666667,1.333333333,1.333333333,0,1,-1.333333333,0,0,0.5,-1.333333333,1,0,-1,-0.5,0,0,0,0,-0.002532023,0,0,0.333333333,1.666666667,0,0.00119154,0,-0.333333333,0,-0.333333333,-0.333333333,-1.333333333,-1,-1,3,-0.333333333,0,0,-0.333333333,0,-2,-0.333333333,0,0,0,-0.333333333,0,0.003127793,0,-1.333333333,-0.333333333,-0.333333333,-0.333333333,0.007596068,0,1.666666667,0.333333333,0,-1,0,37.33333333,1.666666667,-125,55,13,-128.3333333,5.333333333,-0.333333333,352,H,H
0,0,-0.001936253,-1,1.666666667,0,-1.666666667,1.666666667,-1.5,-1.666666667,-0.5,0,2.666666667,1,-2.666666667,-3,0,0,1.666666667,-0.00536193,1,0,-2.666666667,-2.666666667,0,0,-1.666666667,0,-1,-0.333333333,-0.00536193,1.333333333,0,0,0,0,0,0,0.5,0,-0.333333333,-1,0,0,0,1,0,0.014447423,-1.333333333,0.333333333,0.333333333,0,0,-0.333333333,0,-0.333333333,0.333333333,0.333333333,0.011170688,-0.333333333,-0.333333333,0,0.333333333,-0.333333333,0.5,0.333333333,0,0,-0.333333333,0,1.333333333,3,0,-0.333333333,-0.333333333,-0.008191838,0.333333333,-0.333333333,0.333333333,1.333333333,0,0.333333333,0.333333333,0.333333333,48,1.666666667,348.3333333,101.3333333,58.33333333,-444,0,0,387,H,H
0,-0.333333333,0.333333333,1,1.666666667,0,1,0.001042598,0,-0.333333333,-1.5,0,-2.666666667,-0.000297885,1,-1,0.5,2.666666667,1,1.333333333,0,0,0,-3,0,-1,-1,0,1,-1,-1.666666667,-1.333333333,-0.333333333,0,-1.333333333,-0.002085195,-1,0,0,-0.333333333,1.333333333,0.003723563,-0.333333333,1.333333333,0.5,-0.333333333,-1.333333333,-1,-0.333333333,0,-1,0,0.333333333,0,1,0,-0.333333333,1.333333333,0,0.333333333,0,0,0.333333333,0.002532023,2,0.333333333,0.5,1,0,-0.003425678,0,-0.333333333,-2,-0.333333333,0.333333333,-0.333333333,1,0,0.333333333,3,-0.333333333,0.333333333,0,0,-13.33333333,-1.333333333,-315,-77,-69,-445,-5.333333333,-0.333333333,81,H,H
1.333333333,0,1.333333333,-0.003484321,1,-2,-0.833333333,1,0.5,0,-0.5,0.00178731,-1.333333333,0,1,-0.333333333,0.5,1.666666667,-0.333333333,0,0,-0.333333333,0,0.666666667,-1,0.666666667,1,-0.333333333,0,1.333333333,-1,0.005807201,-0.333333333,0,-0.333333333,0,0,-1,-0.5,0.002085195,0,1,0,1.666666667,-0.5,0,0,0,0,0,0,0,1,-0.333333333,-0.333333333,-1,-1.333333333,-2.666666667,-0.333333333,-1.55E-18,0,0,0.5,-0.333333333,-0.5,0.333333333,0,-0.00119154,1.333333333,-1,-1,0,0,-0.333333333,0.333333333,0,0,0.333333333,0,-0.333333333,0,0,0,1.333333333,5.333333333,0,128.3333333,23,-29.33333333,618.6666667,4.333333333,0,408,H,H
0,-0.001489425,0,1.333333333,-0.333333333,2,0,1,2,-1,0.5,0,0.333333333,0.333333333,-0.002632308,1,1.5,1.333333333,0,0.333333333,1,0,0,0,0.333333333,0.333333333,0,0.333333333,-1,0.012809056,1,-1.333333333,0,0,0.333333333,0,0,1,0.5,-0.333333333,1,-1.333333333,-0.002770851,-0.333333333,-0.5,-0.166666667,0,-1.666666667,-1,-0.333333333,0,1.333333333,0,0.333333333,-1.666666667,0,0.333333333,-0.00655347,-1,0,0.333333333,0,1.333333333,-0.333333333,-2,0,0,1.666666667,-1.333333333,1,0.004017733,0,0,-0.5,0,0,0,1,2,0.333333333,1.333333333,0.333333333,0.333333333,-0.333333333,0,0,-46.66666667,0,-41.66666667,-748,-13,0,1281,H,H
0,0,0,-0.333333333,-0.007120023,0,-1.333333333,-1,-0.5,-0.008042895,-1.5,-1,0,-1.333333333,1,0,-1.5,-1,-1.333333333,0,-0.333333333,-1,0,-1.333333333,-0.333333333,-3,-1.333333333,0,0,-0.333333333,1.666666667,1,0.004795118,0,2,1,0,0.008489723,0.5,0,0,3,-1,-1,0.5,0.333333333,0,-1.666666667,0,0.333333333,0,0.5,0,0,1.333333333,1,0,0.333333333,-0.333333333,0,3.10E-18,0,-0.333333333,0,0.5,0.003723563,0,0.333333333,0,-0.333333333,0,0.333333333,0,0,1.333333333,0.333333333,1,0,0,0.166666667,1,2,0,-0.333333333,-10.66666667,0,-445,-136,177.6666667,677.6666667,13,0,-2225,H,A
0.666666667,0,0,-3,-0.333333333,-0.5,-3,1,-0.003249391,-1.333333333,-2,-1.333333333,0.166666667,-1.333333333,-0.333333333,0.003872505,-2,-1.333333333,-1.333333333,0,0.666666667,-0.333333333,-0.833333333,0,-1.333333333,-3,-1,0,-0.333333333,0.666666667,0.5,0.5,0.166666667,-0.5,0,-1.333333333,0,0.666666667,0,-0.333333333,0.166666667,-0.333333333,-0.333333333,-0.002532023,0,-0.333333333,0.166666667,-1,-0.333333333,-0.333333333,-0.333333333,0,0,0,0.333333333,0,-0.333333333,-0.333333333,-2.5,0.5,0.166666667,0,0,-0.333333333,0.000812348,0,0,1,-0.333333333,2,1.666666667,0.003127793,0,0,0.5,0,0,1.666666667,0.5,-3,-0.333333333,0,0,0,-21.66666667,2.666666667,151.6666667,48.33333333,0,219,0,0,-949,A,A
-0.333333333,-0.333333333,0.333333333,-1.333333333,-0.333333333,0,1.333333333,0,-0.5,-0.333333333,2,-1.333333333,1,0.333333333,-0.333333333,0,0,0,-0.011914894,0,0.333333333,0.333333333,-0.002906132,0.333333333,-0.166666667,0.333333333,-1,-1,0,-1.333333333,-2.666666667,1.333333333,3,0.5,0.333333333,0,0.5,1.666666667,0,1,-1,-1,-1.333333333,0,-0.5,0,0.009929078,1.666666667,-1.333333333,0,-0.000145307,0,0.333333333,1.333333333,0.333333333,1.333333333,1,3,0.333333333,0,-1.333333333,0.5,0,0,0,0,0,0.333333333,0,0,1,0,-0.5,0,-0.000851064,-0.333333333,1,-0.333333333,0.003632665,1.333333333,-0.166666667,0,0,-0.333333333,-6.666666667,-1.666666667,41.33333333,63,74.66666667,-1060,-24,0,-295,A,H
1.333333333,-1,0,0,0,0,-0.5,0.333333333,-0.5,0,0,0,-0.003487358,-1.333333333,1,0,1.5,-2.666666667,0,1,0.003546099,0,-0.333333333,0,0.166666667,-2,0.333333333,1.333333333,-2.666666667,1,-1.666666667,0.333333333,-1.333333333,0,0,-2.666666667,1.5,-1,0,-1,0.000145307,0,0.333333333,1,-0.5,0.333333333,-0.333333333,0,-0.003829787,0,-1,-0.5,0,0,0,-1,0,0,0.333333333,-1,1.333333333,0,-0.5,0.333333333,0,0.333333333,0,0.333333333,0.003051439,1.333333333,-1.333333333,-0.333333333,0,0.333333333,0.333333333,-0.333333333,0.000567376,0,1.333333333,-0.5,-0.833333333,0,-0.333333333,-0.333333333,5.333333333,-1.666666667,320,14.66666667,32,-763,-16,0,248,H,H
-0.004649811,-0.333333333,0,1,-1,2,-0.5,0,0,-1.333333333,0.5,1,-2.666666667,-1,-1,0,2,-1.333333333,1,-1.333333333,0,-0.004319333,1,-0.5,3,0.833333333,0,0,-0.000581226,0,1,-1.333333333,0,0,1.333333333,0,-1,1,0.5,0.333333333,0.333333333,0,0,0,-2,0,-0.333333333,1,-1,0.00119154,0.333333333,0.333333333,-1.333333333,-0.166666667,-1,-1,-0.001453066,1,-0.333333333,0.333333333,0.333333333,0,-0.166666667,0,2,0.333333333,0,-1.333333333,0.333333333,0.333333333,0.333333333,0,0,1.333333333,0,0.333333333,0.333333333,0.007596068,-1.333333333,0.833333333,-0.333333333,0,1,0.333333333,0,0,135,8.333333333,100,465,6.666666667,0,-1023,D,H
-0.333333333,-0.001489425,0,0,0.333333333,0,1.333333333,-1,-2,0,0,0.00178731,1,-0.333333333,-2.666666667,-1,-2,0,-1,-0.333333333,-1,0,1.333333333,1.333333333,1,1,0.333333333,-0.333333333,0,0.012809056,0,0,-1,0,0,0,0,0,0,0.002085195,-1,0.333333333,0,1.333333333,0.5,-0.333333333,1,0,0,1.333333333,0,-1.333333333,0.333333333,0,-1.666666667,1.666666667,1,-0.00655347,0,0,0,0,-1.333333333,0.333333333,1,0,0,-0.00119154,0,0,1.333333333,-0.333333333,0.5,0.333333333,0,0.333333333,0.333333333,-1.333333333,-2.666666667,0,-1.333333333,-0.333333333,0,0,2.666666667,0.333333333,-197.3333333,7.666666667,14.66666667,60,-3,0,-700,D,A
0,1.333333333,-0.333333333,-1,-2.666666667,-1.5,0,1,1,-0.008042895,1.5,1,1,-0.000297885,-1,0,1.5,-1.666666667,0,-1.333333333,0,1,2.666666667,1.333333333,-1,2.666666667,0,3,0,0,0,0.333333333,0.333333333,0,0,-1,0,0.008489723,0,0.333333333,-1,0.003723563,1.333333333,0,-0.5,0,0.333333333,2.666666667,0.333333333,-0.333333333,-0.333333333,0,0,-0.333333333,-0.333333333,-3,0,-1.333333333,0.333333333,0,0.333333333,0.5,0,0,-2,0.003723563,-0.5,-1.333333333,0,-0.003425678,-0.333333333,0,0,0.333333333,-0.333333333,0,-1,0,-0.333333333,-2.666666667,0.333333333,-0.333333333,0.333333333,0,0,2.666666667,527,33,9.666666667,266.6666667,7,0,1235,H,H
-0.666666667,1.333333333,0,1.333333333,1.333333333,2,3,0.333333333,-0.003249391,3,0.5,1.333333333,-0.166666667,0.333333333,3,3,2,0.333333333,1.333333333,-0.00536193,-1.666666667,1.333333333,2.5,3,3,1.333333333,1.666666667,3,1.333333333,-1.666666667,2.5,-0.5,-0.5,0,0,0,0,-1,0,0,-0.166666667,1.333333333,0,-1,0,0.333333333,-0.5,0.014447423,1.333333333,0,0,0,0,0.333333333,0,-0.333333333,0,0,-0.5,-0.166666667,-0.166666667,0,0,0.333333333,0.000812348,0,0.5,-0.666666667,0.333333333,-2,-2,0,0,0.333333333,-0.166666667,-0.008191838,0,-1.666666667,-0.5,0,0,0,-0.333333333,-1.333333333,18.66666667,2.333333333,0,-24,-91,26.33333333,-6.666666667,0,2700,H,H
-0.333333333,1.333333333,-0.333333333,-1,0,-2,0.5,-0.333333333,0.5,0.333333333,-0.5,-1,-0.003487358,1,0,0,-1.5,3,0,0.333333333,0,-0.004319333,-1,0,-2.666666667,0.666666667,0,0,2.666666667,0,1.666666667,0,1,0,-1.333333333,2.666666667,0.5,0,-0.5,1,0.000145307,0,-0.333333333,0,0.5,-0.333333333,0.333333333,-1,0,0.00119154,1,0.166666667,0,-0.333333333,1.666666667,0,-0.333333333,-1.333333333,0,1,-0.333333333,0,0.166666667,-0.333333333,-2,-0.333333333,0,0,0.003051439,-0.333333333,1,0,0,-1.333333333,-0.333333333,0,0,0.007596068,0,-0.833333333,1.333333333,0,-0.333333333,0,2.666666667,3,-357,-9,-41.66666667,421.6666667,-4.333333333,0,-816,D,A
0,-1,0,1.333333333,-0.007120023,-0.5,0,1,0,0,-0.5,1,-1,0,-1,0,-0.5,0,-0.011914894,0,0,-0.333333333,-2.666666667,0,0.5,0,3,1,-1,1.333333333,0,-1.333333333,0.004795118,0,-2,-1,0,1,-0.5,0,1,-1.666666667,1,1,0,0,0.009929078,0,1,1,0.333333333,-0.5,-0.333333333,0,-3,-1.333333333,0.333333333,-0.333333333,0,0,3.10E-18,-0.5,0,0,0,-0.333333333,0,-0.333333333,0,0.333333333,0,-0.333333333,0.5,0,-0.000851064,0,-1,0,0.333333333,-0.5,-0.833333333,-2,0,0.333333333,16,8,38.66666667,31.66666667,-128,672,21.66666667,0,0,D,H
-1,0,-1.333333333,-0.003484321,-1,0,-0.5,-1,-0.5,1,0,0,0,0,-0.002632308,0.333333333,0,-3,1.333333333,0,0,0.333333333,-1.333333333,-2,-0.333333333,-2,-0.333333333,-1.333333333,1,1.666666667,0,0.005807201,1.333333333,0,0,0,0,0,0,-1,0,0,-0.002770851,-2.666666667,0.5,0.5,-1,1.666666667,1,-1,0,0,-1.333333333,0,2.666666667,1,0,-0.333333333,1.333333333,-1.55E-18,-0.333333333,0,-0.5,0.333333333,1.5,-0.333333333,0,1,0,0,0.004017733,0.333333333,-0.5,0.5,-0.333333333,-0.333333333,-0.333333333,0,0.666666667,0,0,0,-0.333333333,0.333333333,-5,0,-364,0,34.66666667,-268.3333333,-3.666666667,0,-756,A,A
-0.004649811,0.333333333,0,0.333333333,1.333333333,0,-0.833333333,-1,0,1.333333333,-2,0.333333333,1.666666667,1,1.333333333,0,0,1,0,1.333333333,0,0,-0.002906132,0.166666667,-0.333333333,0.166666667,0,-0.333333333,-0.000581226,0.333333333,0,0,-2.666666667,-0.5,-0.333333333,0,0.5,-2.666666667,0,-1.333333333,-0.333333333,0,0.333333333,-1,2,0,0,-2.666666667,1.333333333,-1,-0.000145307,0,1,-0.833333333,0,-1,-0.001453066,-2.666666667,0,-0.333333333,0,-0.5,0.5,0.333333333,-0.5,0,0,1,0,-0.333333333,-1,0.333333333,0,-0.333333333,0,0,-1.333333333,0.333333333,0.003632665,-0.833333333,0,0,0,1.333333333,0,0,93.33333333,20,-63,192,3.666666667,0,1925,D,H
