Mgladbach3encountersWins,Leverkusen3encountersWins,Dortmund3encountersWins,Hoffenheim3encountersWins,Nurnberg3encountersWins,Hansa Rostock3encountersWins,Karlsruhe3encountersWins,Wolfsburg3encountersWins,Augsburg3encountersWins,Schalke 043encountersWins,Duisburg3encountersWins,Hamburg3encountersWins,FC Koln3encountersWins,Hannover3encountersWins,Kaiserslautern3encountersWins,Stuttgart3encountersWins,St Pauli3encountersWins,Ein Frankfurt3encountersWins,Freiburg3encountersWins,Bayern Munich3encountersWins,Mainz3encountersWins,Werder Bremen3encountersWins,Hertha3encountersWins,Bielefeld3encountersWins,Bochum3encountersWins,Cottbus3encountersWins,3AllWins,3Wins,Mgladbach3encountersLosses,Leverkusen3encountersLosses,Dortmund3encountersLosses,Hoffenheim3encountersLosses,Nurnberg3encountersLosses,Hansa Rostock3encountersLosses,Karlsruhe3encountersLosses,Wolfsburg3encountersLosses,Augsburg3encountersLosses,Schalke 043encountersLosses,Duisburg3encountersLosses,Hamburg3encountersLosses,FC Koln3encountersLosses,Hannover3encountersLosses,Kaiserslautern3encountersLosses,Stuttgart3encountersLosses,St Pauli3encountersLosses,Ein Frankfurt3encountersLosses,Freiburg3encountersLosses,Bayern Munich3encountersLosses,Mainz3encountersLosses,Werder Bremen3encountersLosses,Hertha3encountersLosses,Bielefeld3encountersLosses,Bochum3encountersLosses,Cottbus3encountersLosses,3AllLosses,3Losses,Mgladbach3encountersDraws,Leverkusen3encountersDraws,Dortmund3encountersDraws,Hoffenheim3encountersDraws,Nurnberg3encountersDraws,Hansa Rostock3encountersDraws,Karlsruhe3encountersDraws,Wolfsburg3encountersDraws,Augsburg3encountersDraws,Schalke 043encountersDraws,Duisburg3encountersDraws,Hamburg3encountersDraws,FC Koln3encountersDraws,Hannover3encountersDraws,Kaiserslautern3encountersDraws,Stuttgart3encountersDraws,St Pauli3encountersDraws,Ein Frankfurt3encountersDraws,Freiburg3encountersDraws,Bayern Munich3encountersDraws,Mainz3encountersDraws,Werder Bremen3encountersDraws,Hertha3encountersDraws,Bielefeld3encountersDraws,Bochum3encountersDraws,Cottbus3encountersDraws,3AllDraws,3Draws,3FTGoals,3HTGoals,3Shots,3ShotsOnTarget,3Corners,3Fouls,3Yellows,3Reds,PtsDiff,result,BetResult
-1,0.333333333,0.333333333,-3,0,-1.5,2.666666667,0.001042598,0,-3,0,-0.333333333,-0.333333333,-2.666666667,1,-1,1,-0.000145307,1,0.333333333,0.166666667,1,0,-2.666666667,0,1.666666667,1,0,1.333333333,-1.666666667,-1,0.333333333,-1.333333333,0.5,-1.333333333,-0.002085195,0,1.333333333,0,0,0,1.333333333,0,1,0,0.004213891,0,-1.666666667,-0.333333333,0,0,0,0.333333333,-0.333333333,-1.333333333,0,-0.333333333,0,0,1.333333333,1.333333333,0,0,0.002532023,0,0.333333333,0,1,1,0,0,0,0,0.007846556,-0.333333333,0,0.166666667,-0.333333333,0,1.333333333,-0.333333333,0,0.333333333,0,3.666666667,-1.666666667,-23,-45,-20,114.6666667,11,0,87,H,H
0,-0.333333333,0.166666667,-3,2.5,0,0,0,0,0.333333333,0,-0.333333333,-1,-0.5,0,0,0,0.333333333,-0.011914894,-1.333333333,0.003546099,-0.333333333,0,0,0,0,0,-1.666666667,-0.5,1.666666667,0.166666667,0.5,-0.5,0,0,0,0,-0.166666667,0,0.166666667,-0.333333333,2,0,1.333333333,1,0.833333333,0.009929078,2.666666667,-0.003829787,1.666666667,0.5,0,0,0,0,0.333333333,0.5,-0.333333333,-0.333333333,0.5,0,0,0,0,0,-0.166666667,0,0.166666667,1.333333333,-0.5,0,-1.333333333,0,-0.5,-0.000851064,0,0.000567376,0,-0.5,0,0,0,0,0,8,0.333333333,-44,-23,-58.66666667,64,5.333333333,0,-351,H,A
-1.333333333,0.333333333,0.333333333,-0.003484321,0.833333333,2,0.833333333,0.333333333,0,0,0.5,0.00178731,0,-2.666666667,1,1.333333333,-1,0,0,0.333333333,0.333333333,0,0,-0.666666667,1,-0.666666667,-1,0.333333333,3,-2.666666667,1,0.005807201,0,0,0.333333333,-2.666666667,0,-0.333333333,0.5,0.002085195,0,0,0,0,0,0,0,-1,-2.666666667,-1,-0.333333333,0,-1,0.333333333,0.333333333,0,-0.333333333,0.333333333,-1.333333333,-1.55E-18,-0.166666667,0,-0.5,0.333333333,0,1,0,-0.00119154,0,1.333333333,-1,-1.333333333,1,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,-1,-18.33333333,0,-465,-67.66666667,-37.33333333,-749,0,-0.333333333,-99,H,H
-0.004649811,0,-1.333333333,-1.333333333,0,-2,-2.5,-3,0,0,-0.5,2.666666667,0.333333333,-1.666666667,0,-0.333333333,0,0,-3,-0.00536193,0.166666667,0,-1,-2.5,-3,-0.833333333,-1.333333333,-0.333333333,-0.000581226,0.333333333,1,1.333333333,0.333333333,0,0,1.333333333,0,0,0,-0.333333333,0,0.333333333,0,1,1,0,0.5,0.014447423,-0.833333333,1.333333333,0,0,1.333333333,0.166666667,3,1,-0.001453066,-1,0.333333333,0,-1,0,0.5,0.333333333,0,0,-0.5,-0.333333333,-1.666666667,0,0,0,0,0,0.5,-0.008191838,0,-1.333333333,0.333333333,0.5,0.333333333,0,-0.333333333,0,-13.33333333,-1,0,42.66666667,16,533.3333333,3.666666667,1.333333333,-189,D,A
0.333333333,0.333333333,0,-0.333333333,-0.007120023,0.5,-0.5,1,0,0.333333333,0.5,-0.333333333,-0.003487358,0,0,0,-1,-0.333333333,0,0,0.166666667,0.333333333,1,0,-0.333333333,-2,1,3,0,-1,-1.666666667,0.166666667,0.004795118,0,2,0,0,-1.666666667,0.5,1,0.000145307,0,-1,-1,1,0.333333333,2.666666667,0.333333333,-0.833333333,-1,-1,0,0.333333333,0,-1,-3,-1,0,0.333333333,0.166666667,3.10E-18,0.5,-0.5,-0.333333333,0,0,0,0,0.003051439,0,0,0.333333333,0,0,-1.333333333,-1.666666667,0,0,0,0,0,2,0,0,8,0,405,74.66666667,-99,-648,3.666666667,0,161,H,H
-0.666666667,0.333333333,1.333333333,0.333333333,0.333333333,0.5,1.333333333,0,0,-0.008042895,2,0,3,-0.666666667,0,1.333333333,-0.004061738,1.333333333,-0.666666667,0.333333333,0.5,1.333333333,1.333333333,1.333333333,0.333333333,3,-0.333333333,-1.333333333,0.333333333,0.333333333,-0.666666667,-0.666666667,0.333333333,0,0,3,0,0.008489723,0,0.333333333,-1,1.333333333,0,-1,0.003655565,-1,0.333333333,0.333333333,0,0.333333333,0,0,0.333333333,0,-1,0,0.333333333,0.333333333,0,0.333333333,0,0.5,0.333333333,0,0,0.003723563,0,0.333333333,0,0,0,0.333333333,0.002030869,0.333333333,0.333333333,0.333333333,0.5,0,0.333333333,0.333333333,0.333333333,0,1.333333333,1.333333333,-4,-1,-413.6666667,-34.66666667,11,37,-10.66666667,-0.333333333,-133,H,H
1,0,0,-0.003484321,-0.833333333,-2,-0.833333333,0,0,-1,-0.5,0.333333333,-1,-0.000297885,-1,-0.333333333,1,-1,-1.5,0,0,0,1,2,-1,1.666666667,0,0,-1.333333333,2.666666667,0,0.005807201,-0.333333333,0,0,0,0,0,0,0,0,0.003723563,0,0,-1,-0.333333333,0,-1.666666667,2.5,1,-1,0,1,-0.333333333,-1,-1,0.333333333,-1.333333333,0,-1.55E-18,0.5,0,0.166666667,0,0,0.333333333,-0.5,-1,0.333333333,-0.003425678,1,1,0,1.333333333,0.5,0.333333333,-0.5,-0.333333333,0,-3,0,-0.333333333,0.333333333,0.333333333,10.66666667,0,775,80,149.3333333,1157.333333,21.66666667,1,-31,H,H
-0.833333333,0,-0.001936253,2.666666667,-0.833333333,-2,-1.333333333,-1,0,-0.333333333,0,-1,-1.666666667,0.166666667,0,0,-1,-0.333333333,0,1,0.003546099,-1,-0.833333333,-0.333333333,-2.5,-1.333333333,0,-1.666666667,0.5,0,-0.00536193,0,0.5,0,0,0.333333333,0,-0.833333333,-0.5,0,0.333333333,0,0,-0.333333333,0,0.166666667,0,-1,-0.003829787,1.333333333,0,0,0,0,0.333333333,0.333333333,-0.333333333,0,0.011170688,-1.333333333,-0.333333333,0,-0.333333333,0,0,0.5,-0.5,0.333333333,0,-0.833333333,0,1,0,0.166666667,0,0,0.000567376,-0.333333333,0.166666667,-1.333333333,0.5,-0.333333333,-0.333333333,0,0,0,-425,17.33333333,25,212.3333333,-5.333333333,0,92,A,A
0,-0.333333333,-0.333333333,0,-0.833333333,-2,-0.833333333,0,0,-0.333333333,-0.5,0.00178731,-0.003487358,0,-1,-1,1,0,-0.5,-0.333333333,0,-0.333333333,-1,-1.333333333,-1,0.666666667,-1.333333333,-0.333333333,-2.666666667,1,1.666666667,0,0.5,0,-0.333333333,0,0,3,-0.5,0.002085195,0.000145307,1.333333333,1,1,0,0,0.333333333,-0.333333333,1,1,1.333333333,0.5,-0.333333333,-0.333333333,3,0,1.333333333,0,0,0,-0.333333333,0,0.5,0,0,-1.333333333,0,-0.00119154,0.003051439,-1.333333333,0,0,-1,0,0.833333333,2.666666667,-0.333333333,0,-0.333333333,0.166666667,1.333333333,0,-0.333333333,1,2.333333333,0.333333333,-77,0,24,855,8,0,-200,H,A
-0.004649811,-0.333333333,0,0,-0.333333333,0,-0.5,0,0,-0.333333333,0,-3,0.666666667,-1.333333333,-0.002632308,0,0,-1.333333333,0,1,-0.5,-0.333333333,-0.333333333,-0.5,0,-0.5,0,0,-0.000581226,-0.333333333,-0.333333333,-1.333333333,-0.333333333,0,0,-1.333333333,0,-0.333333333,0,1,0,0.666666667,-0.002770851,-1.333333333,-1,0.666666667,0.5,-1.333333333,0.5,-1.333333333,-0.333333333,0,-1.333333333,-0.5,1.666666667,0,-0.001453066,-0.333333333,-0.333333333,0.666666667,-0.333333333,0,-0.5,-0.333333333,0,-0.333333333,0,0,-1.333333333,0,0.004017733,-0.333333333,0,0,-0.5,-0.333333333,0,0,-0.333333333,-0.5,-0.333333333,0,-0.333333333,0,-4,1,-600,-160,42.66666667,636,-11,-1.333333333,13,H,H
0,-0.001489425,1,-2.666666667,1,-1.5,1.333333333,-3,0,-0.008042895,1.5,-0.333333333,1.666666667,0,0,0,0,0,-1.666666667,0.333333333,0.166666667,1.333333333,1.333333333,1.333333333,0,2.666666667,-0.333333333,-1.333333333,0,0.012809056,0,0.333333333,0,0,-0.333333333,3,0,0.008489723,-0.5,0,0,1.333333333,0,-0.333333333,0,-0.333333333,0.333333333,0,-0.333333333,0.333333333,-0.333333333,-1.333333333,0.333333333,-0.333333333,0,0.333333333,0,-0.00655347,-0.333333333,0.333333333,-0.333333333,0.5,-1,0,0,0.003723563,0,1,-0.333333333,-1.333333333,0,0.333333333,0,0.333333333,0.333333333,-1,0.166666667,-3,-1,0,-1,-0.333333333,1,1,-5.333333333,0,-557.3333333,-29.33333333,-37,437.6666667,-11,0.333333333,-189,A,H
0.666666667,-0.333333333,-0.333333333,0,0.666666667,-0.5,-3,0,0,0,-2,0,0,0.666666667,-1,-0.333333333,-0.004061738,-0.000145307,-0.333333333,-0.333333333,-0.5,-1.333333333,-0.333333333,-0.333333333,-1.333333333,-3,0,-1,-1.333333333,-1.333333333,0.666666667,0.666666667,0,-0.5,0,-1.333333333,0,-1.333333333,0,-0.333333333,0.666666667,-1.333333333,0,-0.333333333,0.003655565,0.004213891,-0.333333333,-1.333333333,0,-0.333333333,-0.333333333,0,-0.333333333,0,0.333333333,0,0,0,-0.333333333,-1.333333333,-1.333333333,0,0,-0.333333333,0,-0.333333333,0,-0.333333333,-1.333333333,0,0,0,0.002030869,0.007846556,0,0,-0.5,0,-0.333333333,-1.333333333,0,0,-0.333333333,0.333333333,-3,0,79,52,0,212.3333333,-15,0,0,A,H
1,-0.333333333,0,1.333333333,-0.007120023,1.5,0,-1,0,0,0,0.333333333,0.833333333,0,0,1,0,0.333333333,3,0,0.833333333,-0.004319333,0,0,3,1.333333333,0,1.333333333,0,-0.333333333,0,-0.166666667,0.004795118,0,-0.666666667,0,0,0,0,-1,-0.5,-1,0,-0.333333333,-1,1,-3,0,-0.166666667,0.00119154,0,-0.166666667,-0.333333333,0.333333333,-0.333333333,-1,-0.333333333,2.666666667,0,-0.5,3.10E-18,-0.5,0.333333333,0.333333333,0,0,0,0,0.333333333,0.333333333,0,0,0,-1.333333333,0,0,0,0.007596068,0,0.833333333,-1.333333333,-2,0.333333333,-0.333333333,9.333333333,2.666666667,114.6666667,20,21.33333333,306.6666667,3.666666667,0,52,A,H
0,-0.333333333,-0.333333333,2.666666667,0,1.5,-2.666666667,0.001042598,0,3,0,0,-1,2.666666667,0,0.003872505,-1,0,-1,-0.333333333,0.333333333,0.333333333,-1,3,0,-1.666666667,-0.333333333,1.333333333,0,1.666666667,1,0,1,-0.5,1.333333333,-0.002085195,0,-1.333333333,0,-1,0,-0.333333333,0,-0.002532023,0,-0.333333333,0,2.666666667,0,-1,0.333333333,0,0,0.333333333,1,0,0,0,0,-1.333333333,-0.333333333,0,0,0.002532023,0,-0.333333333,0,0.333333333,0.333333333,-0.333333333,0,0.003127793,0,0.333333333,0.333333333,-0.333333333,-1,0,0,-3,0,0,0,-1.333333333,-3,1.666666667,-220,-81,-17.33333333,-29.66666667,-9.333333333,-0.333333333,51,H,H
0.833333333,0.333333333,0.833333333,1.333333333,-2.666666667,2,3,2.666666667,0,0,0.5,0.333333333,-0.333333333,3,-1,0,0,1,-0.011914894,-0.00536193,-0.166666667,0.333333333,0.833333333,3,2.5,1.333333333,-1,0,0,-2,-0.166666667,-0.5,0,0,0,-0.333333333,0,0,0,-0.166666667,0,-2,1,-1,-1,-1,0.009929078,0.014447423,0.833333333,-3,-0.166666667,0,0,0.333333333,0,-1,-0.166666667,1.333333333,0,-0.166666667,1.333333333,0,0,-0.333333333,0,0,0.5,-0.166666667,1.666666667,0,0,0.333333333,0,0,-0.000851064,-0.008191838,0,1.333333333,0,0,-0.5,0,0.333333333,0.333333333,-9,-2.666666667,-98.66666667,-7.666666667,34.66666667,-229.3333333,18.33333333,0,-81,H,H
0,0.333333333,-0.001936253,-0.003484321,0.833333333,2,0.833333333,1.333333333,0,0,0,1,2.666666667,-1,1,0.333333333,0,0,0,0.333333333,0,1,0,-1.666666667,2.666666667,-0.666666667,2.666666667,1.333333333,0,-2.666666667,-0.00536193,0.005807201,0,0,0,-3,0,1,0.5,0,-0.333333333,0,0,0,0,0.333333333,0.5,0,-2.5,-1.333333333,-0.333333333,0,-1.333333333,0,-0.333333333,-0.333333333,0,0.333333333,0.011170688,-1.55E-18,-0.166666667,0,-0.166666667,0.333333333,0,-0.333333333,0.5,-0.333333333,-0.333333333,1,-1,-1,0,-1,-0.5,-0.333333333,0.5,0.333333333,0.333333333,1.333333333,0,0.333333333,-0.333333333,-1,4.333333333,1,-437.6666667,-20,-268.3333333,-436.3333333,-11,-0.333333333,245,D,H
-0.166666667,-0.001489425,-0.166666667,0,-0.166666667,2,0,2.666666667,0,0.333333333,0.5,0,0,-0.166666667,-1,1,0,1.333333333,1.5,-1.333333333,0.003546099,-0.333333333,-0.5,0,-0.166666667,0.333333333,0,-1,-0.166666667,0.012809056,0.333333333,0,-0.166666667,0,0.333333333,-0.333333333,0,-0.166666667,0.5,0,-0.333333333,0,0,0.333333333,0,-0.166666667,-0.5,0,-0.003829787,-1.333333333,0.333333333,1.333333333,0,0.333333333,-0.333333333,0,0.333333333,-0.00655347,-0.166666667,0,0.333333333,0,1.333333333,-0.333333333,0,-0.166666667,0,0,0.333333333,0.833333333,0,-1.333333333,0,-0.5,0,1.333333333,0.000567376,3,0.833333333,0.333333333,0.833333333,0.333333333,0.333333333,1,15,1.666666667,459,68,22.66666667,-73.33333333,16,0,-216,A,H
0.333333333,0.333333333,0.333333333,0.333333333,-0.666666667,0.5,3,1.333333333,0,0,2,0.333333333,1.333333333,-0.666666667,0,0.003872505,-0.004061738,1.333333333,0.333333333,0.333333333,0,0,1.333333333,0,1.333333333,3,-1.333333333,-1.666666667,0,1.333333333,-0.666666667,-1,0.333333333,0.5,0,0.333333333,0,1.333333333,0,1.333333333,-0.666666667,0.333333333,0,-0.002532023,0.003655565,0.333333333,0.333333333,0.333333333,0.333333333,1.333333333,0,0,0,0,1,1.333333333,0.333333333,0,0.333333333,1.333333333,0.333333333,0,0,0,0,0.333333333,0,-1,0,0.333333333,0,0.003127793,0.002030869,0,0,0.333333333,1.333333333,0.333333333,0.333333333,3,0.333333333,0,0.333333333,0,-3,-2.666666667,-128,-8.333333333,-60,348.3333333,11,1.333333333,-153,H,H
0,0,-1,-0.333333333,-1,0,1.666666667,0,0,-0.008042895,0,0,-3,0,1,-1,0,-0.000145307,1,0,0,0,-1,-1,1,0,3,0,1,1,0,0,-0.333333333,0.5,0,-1.666666667,0,0.008489723,0,0,0.333333333,0,0,1.333333333,0,0.004213891,0,1,0,0,0.333333333,0,0,0,-0.333333333,1,-0.333333333,-0.333333333,0.333333333,1,1.333333333,-0.5,-0.333333333,0.333333333,0,0.003723563,0,0,1.333333333,0,0,-0.333333333,0,0.007846556,-0.333333333,-0.333333333,0,0,0,1,-0.333333333,0,-1.333333333,-0.333333333,8,2.666666667,-282.3333333,-18.66666667,-128.3333333,-277.3333333,35,-0.333333333,119,D,A
0.5,0,0.5,0,3,0,0,0.333333333,0,0.333333333,0,0,-0.666666667,0,-0.002632308,0.333333333,0,0.333333333,-0.011914894,-1,0.5,0,0.5,0,0.5,0,0.333333333,1.333333333,0,2,-0.5,0.5,0,0,0,0.333333333,0,0.333333333,0,-0.5,0,1,-0.002770851,1.333333333,1,0.333333333,0.009929078,2,-0.5,3,0.5,0,0,0,-1.666666667,-1.666666667,0.5,0,0,-0.5,0,0,0,0.333333333,0,0.333333333,0,0.5,1.333333333,0,0.004017733,0,0,0,-0.000851064,0,0,0,0,0,0.5,0,0,0,8,2.666666667,104,14.66666667,-86.66666667,-703,0,0,95,H,H
0.333333333,0,0,-0.333333333,0.833333333,2,0.833333333,-0.333333333,0,1.333333333,0.5,-0.333333333,-0.003487358,-0.000297885,1,0,-1,1,2,0,-0.333333333,0.333333333,0,0,1,-1.666666667,0.333333333,1.333333333,1,-1,-2.666666667,1,-0.166666667,0,0,2.666666667,0,-2.666666667,0,0,0.000145307,0.003723563,-1,-1,1,0.333333333,-0.333333333,3,-0.833333333,-1,0,-0.5,0.333333333,0.333333333,0,-1,-1.333333333,1,1.333333333,0,0,0,-0.166666667,-0.333333333,0,0,0.5,1,0.003051439,-0.003425678,0,0.333333333,0,-1.333333333,-1.333333333,-3,0.5,0,0,2.5,-1.333333333,0.333333333,-0.333333333,-0.333333333,-5,-1,-440,-77,-52,-224,-15,0.333333333,144,H,H
-0.004649811,0.333333333,0,-1.333333333,-1,-2,0.5,-0.333333333,0,0,-0.5,2.666666667,-1,1,0,-1.333333333,0,1,-3,0,-0.833333333,-0.004319333,-1,0.5,-3,-0.833333333,-1.333333333,-0.333333333,-0.000581226,0.333333333,0,1,0.333333333,0,-1.333333333,1,0,-1,-0.5,-0.333333333,0,0,0,1.333333333,1,-1,0.5,1,0.166666667,0.00119154,0,-0.333333333,1.333333333,0.166666667,0.333333333,0,-0.001453066,-2.666666667,0,0.333333333,0,0,0.166666667,0,0,0.333333333,0,-0.333333333,1,-0.333333333,0,0,0,0,0.5,-1,0,0.007596068,0.333333333,-0.833333333,0.333333333,0,1,1,-8,0,95,48,-40,0,15,3,-85,A,A
-1,0.333333333,0,-3,-0.007120023,-1.5,-0.333333333,0.001042598,0,-2.666666667,-1.5,-0.333333333,0.166666667,-2.666666667,0,0,0,-1.333333333,-0.333333333,0,0.166666667,-0.333333333,1,-3,-1.333333333,-1.333333333,0,2.666666667,0.333333333,-2.666666667,0,0.5,0.004795118,0,0.666666667,-0.002085195,0,1.333333333,0.5,1,0.166666667,1.333333333,0,-1,1,0.333333333,2.666666667,-2.666666667,0.166666667,1,0,0.5,0.333333333,-0.333333333,1,0,0,0.333333333,0,0.5,3.10E-18,0.5,0,0.002532023,0,0,0,0,-0.333333333,0,0,0.333333333,0,1,-0.333333333,1.333333333,-0.333333333,0,-0.333333333,0.5,1,2,-0.333333333,-1.333333333,-3,-3,144,-7.666666667,29,28.33333333,3,0,-19,H,A
-1.333333333,0,-1,-1,1,0,-1.666666667,-2.666666667,0,0,0,0.00178731,0.333333333,-2.666666667,1,1,0,-1,-1.5,-0.00536193,0,0,0,-1.666666667,-1.666666667,0,1,0,3,0.333333333,1,0.333333333,0,0,0.333333333,0.333333333,0,-0.333333333,0.5,0.002085195,0.333333333,0,-1,0,0,-0.333333333,0,0.014447423,-1,0.333333333,-0.333333333,0,0.333333333,0,-1,0,-0.333333333,-1,0,0,-1,0,0,0.333333333,0,1,-0.5,-0.00119154,-2.666666667,1.333333333,0,-0.333333333,1,1.333333333,0.5,-0.008191838,0.333333333,-1,0.333333333,0.333333333,0,0,0,0,3,-1.333333333,-25,0,-13,160,0,0,75,D,A
-0.004649811,-0.333333333,0,-0.003484321,0.166666667,0,0,0,0,0,0,-2.666666667,0,0,0,0,1,-1,0.5,0,-0.5,0,1,1.5,0.333333333,1.5,0,0.333333333,-0.000581226,2.666666667,-1,0.005807201,-0.333333333,0,0,1.666666667,0,0,0,0.333333333,0.333333333,-0.333333333,0,-1,-1,-0.333333333,-0.5,0,2.5,1,0,0,0,-0.5,1,-1,-0.001453066,-0.333333333,1,-1.55E-18,0.166666667,0,0,-0.333333333,0,0,0,0.333333333,-1,0.333333333,1,1,0,1.333333333,0,0,0,-0.333333333,-0.333333333,-0.5,-0.333333333,0,-1,0,0,-1.666666667,-376,-64,149.3333333,138.6666667,0,-1,85,H,H
-0.333333333,-0.333333333,-0.333333333,0,-0.333333333,-0.5,-3,0,0,0,-2,0,1,-0.333333333,-0.002632308,-0.333333333,0,-0.000145307,-1.333333333,0.666666667,-0.5,-1.333333333,-0.333333333,-0.333333333,-1.333333333,-3,-1.333333333,-0.333333333,-1.333333333,-1.333333333,0.666666667,-0.333333333,0,-0.5,0,-1.333333333,0,-3,0,0.666666667,-0.333333333,-0.333333333,-0.002770851,-1.333333333,0,0.004213891,-0.333333333,-1.333333333,1,-0.333333333,-0.333333333,0,-0.333333333,0,2.666666667,-0.833333333,0,0,-0.333333333,-0.333333333,-1.333333333,0,0,-0.333333333,0,0,0,-1.333333333,-1.333333333,0,0.004017733,0,0,0.007846556,0,0,-0.5,0,-0.333333333,-1.333333333,0,0,0,0.5,-8,-2.666666667,111.6666667,0,11.66666667,489.6666667,-15,-0.333333333,-32,A,H
1,0.333333333,1.333333333,1.333333333,-1,0,1.666666667,3,0,-1,0,0.333333333,-1.333333333,-0.000297885,-1,0,0,0,0,-0.00536193,0.333333333,0,1,3,1.666666667,1,-1,-1,-1.333333333,-0.333333333,0,-1.333333333,-0.333333333,0,0,-3,0,0,0,1,-0.333333333,0.003723563,1,0,-1,0,0,0.014447423,0.833333333,-0.333333333,-1,0,-0.333333333,0,1,0,0.333333333,0,-1.333333333,0,1.333333333,0,-0.333333333,0,0,0.333333333,0,-1.333333333,3,-0.003425678,0,0,0,0,0,-0.008191838,-0.5,1,0,-3,0,-0.333333333,0,0.333333333,-5.333333333,-1,183,0,128.3333333,-429,-8,-0.333333333,-105,H,H
0.5,-0.333333333,0.166666667,2.666666667,-0.833333333,-2,-1.333333333,0,0,-0.333333333,-0.5,0.00178731,1,0.166666667,0,-1,0,-0.333333333,0,0,0.003546099,0,-0.833333333,-1.333333333,-0.833333333,-1.333333333,2.666666667,1.333333333,-2.5,0.166666667,-1.333333333,-0.333333333,0.5,0,-0.333333333,0,0,0.5,-0.5,0.002085195,0,0,0,-0.333333333,0,0.5,0.5,0,-0.003829787,1,0,0,-0.333333333,-0.333333333,-1.333333333,-0.333333333,0,0.166666667,0.5,-0.333333333,-0.333333333,0,0,0,0,-0.833333333,0,-0.00119154,-0.333333333,-0.833333333,0,1.333333333,-1,-0.833333333,-0.5,0,0.000567376,-0.333333333,0.166666667,-0.333333333,0.5,0,0,-1,13,1,-138.3333333,-11,-192,653.3333333,9,0,320,A,H
-1,0,1,0,1,0,-1.666666667,-1.333333333,0,-0.008042895,0,-0.333333333,1.666666667,0,0,0.003872505,0,1.666666667,-1,0,0.5,1.333333333,0,1.333333333,-1,0,0.333333333,-0.333333333,0.333333333,-1,0,0.333333333,0,-0.5,0,2.666666667,0,0.008489723,0,-1,-0.333333333,1,0,-0.002532023,0,-0.333333333,0,0,-0.333333333,-1,0,0,0.333333333,0,-2.666666667,1,0,0.333333333,-0.333333333,-1,-0.333333333,0.5,0.333333333,0,0,0.003723563,0,1.333333333,0,-0.333333333,0,0.003127793,0,0,0.333333333,0,-0.833333333,-0.333333333,0,-2.666666667,0,0,0.333333333,0,5.333333333,0.333333333,147,64,42.66666667,-181.6666667,0,-1,7,D,H
0.666666667,-0.333333333,0,0,-0.007120023,-0.5,0,-1.333333333,0,-0.333333333,-0.5,0,-0.5,0.666666667,0,-0.333333333,-0.004061738,0,1,0,-0.5,0,-1.333333333,0,0,0,0,0,-0.333333333,-0.333333333,-0.333333333,0.5,0.004795118,0,-2,-0.333333333,0,-1.333333333,-0.5,-1.333333333,0.5,-1.333333333,0,-0.333333333,0.003655565,-0.333333333,-3,-0.333333333,-0.5,-1.333333333,-0.333333333,-0.5,-0.333333333,0,0,-0.833333333,-0.333333333,-0.333333333,-0.333333333,-0.5,3.10E-18,-0.5,0,0,0,0,0,0.666666667,0,0,0,-0.333333333,0.002030869,-1.333333333,0,-1.333333333,0,-0.333333333,0,-0.5,-1.333333333,-2,0,0.166666667,0,1,-90.66666667,19,87,87,-3,-0.333333333,19,H,H
-0.166666667,0,-0.5,1.333333333,-1.666666667,2,0,0,0,0,0.5,0.333333333,1,0.333333333,0,1,0,0,-0.011914894,0,0.833333333,-0.004319333,0.833333333,0,2.5,1.333333333,0,0,0.333333333,-2,0.833333333,-0.166666667,0,0,1.333333333,0,0,1,0.5,-0.166666667,0,-1.666666667,0,-1.333333333,-1,0,0.009929078,-1.666666667,-0.166666667,0.00119154,-0.166666667,0.333333333,0,0.333333333,-1,0,-0.166666667,3,0.333333333,-0.5,0.333333333,0,0.333333333,0,0,-0.333333333,0,-0.166666667,-1,0.333333333,0,0.333333333,0,0,-0.000851064,1.333333333,0,0.007596068,0,1.333333333,-0.5,0,0.333333333,0,3.666666667,0,24.33333333,14.66666667,-53.66666667,429,15,-0.333333333,-80,H,H
1,-0.001489425,-0.333333333,0,0,0,0.333333333,0.001042598,0,2.666666667,1.5,0,-1,2.666666667,0,-1,0,0,-1.666666667,0,-0.166666667,0.333333333,0.333333333,3,1,1,0,2.666666667,-0.333333333,0.012809056,1,0,1,0,1,-0.002085195,0,-0.333333333,-0.5,0,0.333333333,0,0,1,0,-0.333333333,0.333333333,2.666666667,0.333333333,0.333333333,0,-1.333333333,0,0,0,-0.333333333,0,-0.00655347,0,0,-0.333333333,0,-1.333333333,0.002532023,0,-0.333333333,0,0,0,-1.333333333,0,0,0,0.333333333,0.333333333,-1.333333333,-0.166666667,-2.666666667,-1,-0.333333333,-1,-0.333333333,0,-0.333333333,-9.333333333,-2.333333333,-364,-80,-48,-151.6666667,-5.333333333,0,-44,A,H
